Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-23 01:26:08,250.96,14.89,1.98,32,1280,0,0,,,,,0.25,9.09,322005,245,1312,13.1,2,-0.38,-75.0,20.0,9.0,0.0,8.0,1.0,13.0,26.0,18.0,-85.75,-83.06,-86.88,-82.0,-85.69,-90.94,-87.94,-80.81,-83.81,-79.13,-81.75,-75.0,-85.88,-85.0,-81.75,-76.44,,,,,,,,,,,,,,,,,-74,-18.19,-2.0,2.25,-0.56,2.25,-2.0,-10.63,-12.94,-18.38,-2.94,-0.75,-0.5,-2.75,-2.5,-9.56,-11.5,,,,,,,,,,,,,,,,
2020-09-23 01:26:09,251.81,12.91,1.97,33,1257,0,0,,,,,0.6,9.09,316357,245,1290,11.2,2,-1.25,-75.5,18.0,12.0,20.0,0.0,8.0,9.0,19.0,17.0,-85.13,-90.38,-84.25,-83.06,-77.56,-82.06,-90.75,-91.25,-75.69,-83.44,-81.25,-85.69,-75.75,-81.5,-83.88,-83.69,,,,,,,,,,,,,,,,,-74.25,-18.06,-12.88,-18.19,3.75,-0.19,-2.19,-12.06,-13.13,-14.69,-8.25,-17.88,-4.94,-2.56,-7.56,-9.81,-11.94,,,,,,,,,,,,,,,,
2020-09-23 01:26:10,182.77,13.09,1.97,35,1136,0,0,,,,,0.09,7.71,284902,243,1171,10.86,2,-12.75,-74.13,17.0,10.0,15.0,20.0,8.0,16.0,26.0,18.0,-91.38,-88.56,-94.31,-87.63,-82.75,-89.63,-99.38,-91.44,-83.5,-83.25,-83.88,-80.69,-80.0,-84.44,-78.13,-72.63,,,,,,,,,,,,,,,,,-64.63,-7.31,-12.44,-14.75,-18.63,-0.31,-5.81,-18.0,-17.31,-11.06,-14.75,-11.75,-15.75,-2.38,-9.56,-8.06,-12.25,,,,,,,,,,,,,,,,
2020-09-23 01:26:11,248.7,11.77,1.98,32,1381,0,0,,,,,0.0,10.27,347846,246,1413,9.9,2,0.13,-75.88,16.0,9.0,8.0,20.0,18.0,14.0,26.0,17.0,-92.56,-84.69,-80.69,-87.5,-80.69,-97.44,-95.81,-94.81,-86.38,-82.69,-75.94,-82.13,-77.63,-86.88,-84.38,-85.0,,,,,,,,,,,,,,,,,-76.13,-8.44,-0.13,1.63,-18.06,-3.63,-10.38,-12.75,-11.56,-12.75,-6.0,-2.31,-18.06,-14.25,-8.0,-11.44,-13.38,,,,,,,,,,,,,,,,
2020-09-23 01:26:12,200.56,13.4,1.98,32,1331,0,0,,,,,0.72,7.86,335357,246,1363,10.44,2,-11.5,-74.63,20.0,8.0,9.0,26.0,17.0,15.0,10.0,18.0,-87.19,-80.81,-83.69,-93.31,-91.38,-95.0,-95.0,-94.63,-83.0,-77.44,-85.13,-82.5,-84.56,-85.13,-84.75,-72.94,,,,,,,,,,,,,,,,,-65.25,-17.94,0.94,1.56,-9.13,-11.13,-14.25,-17.75,-17.88,-17.88,-2.0,-8.81,-10.0,-11.0,-14.75,-18.56,-11.25,,,,,,,,,,,,,,,,
2020-09-23 01:26:13,273.23,14.26,1.97,33,1264,0,0,,,,,0.26,11.26,316867,244,1297,10.04,2,-8.63,-74.0,9.0,10.0,20.0,8.0,18.0,0.0,26.0,19.0,-83.13,-94.69,-85.94,-77.75,-83.38,-85.13,-100.38,-94.0,-83.06,-85.44,-83.0,-77.69,-74.56,-82.25,-84.19,-84.63,,,,,,,,,,,,,,,,,-66.5,1.44,-17.63,-14.88,6.19,-4.94,5.38,-15.88,-12.56,-5.81,-18.31,-16.56,-2.88,-12.5,1.13,-10.44,-11.06,,,,,,,,,,,,,,,,
2020-09-23 01:26:14,232.1,14.52,1.98,33,1356,0,0,,,,,0.48,10.37,339664,245,1389,11.24,2,2.0,-76.88,0.0,8.0,9.0,26.0,16.0,18.0,10.0,20.0,-90.5,-81.5,-83.56,-97.81,-90.81,-91.56,-94.88,-88.13,-83.44,-77.81,-81.44,-83.63,-85.94,-80.63,-85.63,-83.69,,,,,,,,,,,,,,,,,-67.13,0.06,1.06,2.38,-14.88,-6.88,-17.13,-18.0,-17.81,-3.38,-2.81,-4.31,-10.81,-10.94,-18.5,-18.13,-18.0,,,,,,,,,,,,,,,,
2020-09-23 01:26:15,257.62,15.15,1.98,32,1277,0,0,,,,,0.86,10.92,321493,245,1310,11.36,2,-10.25,-72.88,8.0,10.0,9.0,17.0,20.0,18.0,0.0,26.0,-79.56,-91.88,-88.63,-94.63,-87.88,-84.06,-88.25,-95.13,-72.75,-84.44,-79.31,-81.88,-84.38,-71.19,-80.13,-82.25,,,,,,,,,,,,,,,,,-60.88,3.75,-14.31,-5.13,-14.06,-18.19,-7.75,0.19,-12.06,0.5,-17.5,-2.38,-9.38,-18.88,-8.56,-2.0,-9.0,,,,,,,,,,,,,,,,
2020-09-23 01:26:16,270.58,15.15,1.98,32,1344,0,0,,,,,0.73,10.53,335648,244,1376,11.48,2,-10.5,-72.88,20.0,8.0,9.0,0.0,26.0,18.0,10.0,17.0,-87.44,-78.13,-85.81,-88.75,-95.0,-89.5,-98.0,-89.13,-84.31,-78.06,-82.25,-85.13,-82.44,-72.81,-83.75,-83.75,,,,,,,,,,,,,,,,,-76.13,-17.69,3.44,-0.88,-1.13,-9.56,-9.63,-18.44,-5.0,-17.94,-5.56,-6.13,-8.38,-9.88,-11.06,-17.63,-9.56,,,,,,,,,,,,,,,,
2020-09-23 01:26:17,270.02,16.32,1.97,37,1211,0,0,,,,,0.8,10.04,302419,243,1247,11.18,2,-10.88,-72.0,17.0,8.0,18.0,26.0,19.0,15.0,10.0,20.0,-88.69,-75.69,-87.25,-95.06,-99.69,-93.44,-92.19,-87.0,-80.56,-77.44,-72.88,-81.44,-82.38,-85.13,-83.69,-80.69,,,,,,,,,,,,,,,,,-62.88,-7.38,6.0,-12.69,-11.13,-18.19,-12.0,-14.25,-17.56,-8.5,-4.69,-12.0,-9.19,-9.06,-17.13,-18.75,-13.88,,,,,,,,,,,,,,,,
