Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-26 01:23:41,183.11,12.56,1.97,34,1291,0,0,,,,,1.01,10.14,276941,209,1326,10.48,2,5.13,-87.5,4.0,5.0,13.0,12.0,14.0,6.0,7.0,15.0,-101.69,-102.75,-102.0,-100.88,-93.94,-93.69,-100.5,-97.31,-96.44,-99.0,-99.13,-97.81,-88.94,-87.94,-93.75,-93.25,,,,,,,,,,,,,,,,,-83.13,-4.63,-5.75,-6.0,-4.06,-0.69,3.81,-5.13,-5.44,-0.75,-3.56,-5.81,-4.25,3.5,6.75,0.38,-4.75,,,,,,,,,,,,,,,,
2020-09-26 01:23:42,147.31,11.97,1.71,357,876,0,0,,,,,0.0,9.98,265891,216,1233,9.74,1,2.5,-88.38,12.0,13.0,4.0,7.0,6.0,14.0,15.0,10.0,-99.75,-100.88,-100.25,-99.44,-96.56,-93.06,-96.31,-103.94,-97.0,-98.06,-97.19,-93.75,-91.13,-87.69,-94.0,-95.19,,,,,,,,,,,,,,,,,-88.63,-1.69,-2.63,-3.44,-4.88,-0.56,0.94,-5.81,-16.94,-5.31,-5.13,-4.13,-0.06,4.19,2.69,-6.38,-14.56,,,,,,,,,,,,,,,,
2020-09-26 01:23:43,127.69,15.92,1.0,1380,0,0,0,,,,,0.0,7.6,284138,206,1380,8.74,1,7.0,-86.25,12.0,7.0,8.0,6.0,4.0,14.0,15.0,10.0,-104.31,-98.19,-108.38,-91.75,-98.94,-97.0,-100.25,-101.75,-94.75,-91.19,-97.69,-87.44,-92.94,-87.5,-94.13,-97.5,,,,,,,,,,,,,,,,,-83.5,-8.94,-3.69,-18.19,6.25,-3.06,-3.63,-8.13,-19.25,-3.31,1.5,-9.88,6.19,0.88,2.13,-6.81,-19.31,,,,,,,,,,,,,,,,
2020-09-26 01:23:44,146.1,16.28,1.0,1346,0,0,0,,,,,0.0,9.67,280758,209,1345,8.78,1,2.63,-90.75,12.0,2.0,7.0,6.0,4.0,14.0,15.0,10.0,-105.75,-106.63,-101.63,-98.81,-113.31,-96.44,-99.56,-99.75,-99.44,-99.81,-95.06,-91.5,-98.94,-91.75,-93.75,-100.69,,,,,,,,,,,,,,,,,-93.25,-12.06,-15.13,-6.63,-3.0,-18.56,-4.25,-11.5,-17.19,-7.0,-11.19,-1.5,0.88,-5.31,-2.38,-6.13,-16.88,,,,,,,,,,,,,,,,
2020-09-26 01:23:45,97.06,13.17,1.0,1202,0,0,0,,,,,0.0,8.32,259644,216,1202,8.64,1,3.63,-91.88,12.0,2.0,4.0,9.0,7.0,14.0,6.0,10.0,-107.56,-98.13,-106.25,-106.0,-97.88,-100.81,-96.13,-108.44,-98.38,-107.0,-98.44,-97.75,-96.25,-89.81,-91.31,-99.06,,,,,,,,,,,,,,,,,-81.63,-14.81,-9.44,-11.75,-18.25,-2.19,-12.88,1.19,-18.88,-4.31,-17.25,-4.63,-12.5,-4.19,-0.5,3.94,-14.0,,,,,,,,,,,,,,,,
2020-09-26 01:23:46,91.39,14.03,1.0,1121,0,0,0,,,,,0.7,9.81,244680,218,1121,7.82,1,4.5,-90.0,12.0,13.0,7.0,9.0,6.0,14.0,15.0,2.0,-102.38,-106.81,-98.38,-104.94,-98.19,-95.31,-95.31,-98.94,-95.69,-98.19,-92.75,-94.81,-89.06,-89.0,-92.31,-97.81,,,,,,,,,,,,,,,,,-90.25,-8.06,-10.75,-2.88,-17.88,-0.31,-2.94,-7.25,-10.44,-3.25,-4.81,1.56,-12.13,5.56,1.88,-4.63,-7.94,,,,,,,,,,,,,,,,
2020-09-26 01:23:47,93.88,13.17,1.0,1297,0,0,0,,,,,0.0,8.55,280066,216,1297,7.96,1,-3.25,-90.88,12.0,2.0,8.0,9.0,7.0,14.0,6.0,10.0,-108.56,-100.25,-102.19,-100.69,-100.56,-97.56,-95.63,-99.69,-95.19,-95.88,-94.81,-93.13,-96.81,-90.19,-92.25,-89.25,,,,,,,,,,,,,,,,,-87.63,-14.25,-12.56,-8.0,-11.38,-6.5,-5.38,0.69,-17.63,-7.88,-13.31,-13.88,-17.94,-6.56,-5.19,1.06,-18.06,,,,,,,,,,,,,,,,
2020-09-26 01:23:48,96.53,11.72,1.0,1361,0,0,0,,,,,0.0,8.6,282743,208,1361,7.46,1,1.63,-93.38,8.0,10.0,15.0,14.0,9.0,6.0,7.0,2.0,-100.5,-97.31,-100.44,-99.13,-97.38,-100.69,-102.94,-99.56,-102.0,-97.0,-95.0,-94.88,-96.56,-94.63,-95.75,-99.31,,,,,,,,,,,,,,,,,-89.88,-14.81,-18.88,-12.38,-7.88,-16.5,-4.69,-8.75,-12.69,-14.56,-17.0,-6.81,-4.69,-13.88,0.69,-2.06,-7.69,,,,,,,,,,,,,,,,
2020-09-26 01:23:49,73.49,9.73,1.0,1255,0,0,0,,,,,0.0,8.21,269294,215,1255,6.48,1,-14.38,-92.13,14.0,10.0,9.0,1.0,8.0,6.0,7.0,15.0,-101.13,-98.38,-95.56,-102.75,-102.69,-95.94,-98.0,-102.63,-91.81,-93.88,-95.25,-97.5,-97.44,-94.44,-102.94,-94.56,,,,,,,,,,,,,,,,,-87.25,-9.13,-13.81,-14.88,-11.25,-12.81,0.06,-1.56,-12.81,-4.5,-18.75,-18.5,-11.06,-14.13,-1.0,-12.0,-12.25,,,,,,,,,,,,,,,,
2020-09-26 01:23:50,74.33,9.94,1.0,1230,0,0,0,,,,,0.0,8.55,270468,220,1230,5.64,1,-7.75,-93.0,6.0,1.0,8.0,9.0,7.0,14.0,15.0,10.0,-103.06,-104.19,-102.13,-102.5,-108.13,-104.0,-100.19,-103.69,-94.13,-98.38,-98.63,-93.13,-95.63,-92.69,-88.88,-95.5,,,,,,,,,,,,,,,,,-83.75,-6.0,-11.63,-12.25,-18.06,-13.94,-14.63,-17.38,-18.38,-0.69,-13.75,-14.69,-14.94,-3.06,-4.06,-3.63,-14.5,,,,,,,,,,,,,,,,
