Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-28 00:36:19,110.26,13.49,1.0,1357,0,0,0,,,,,0.25,9.95,336117,248,1357,7.12,1,-11.75,-95.5,3.0,21.0,27.0,17.0,24.0,22.0,10.0,28.0,-116.69,-116.88,-110.56,-112.56,-108.56,-106.88,-109.5,-109.5,-108.81,-107.81,-106.19,-107.13,-111.19,-103.88,-105.69,-102.0,,,,,,,,,,,,,,,,,-92.25,-9.44,-14.69,-7.38,-18.5,-10.38,-11.63,-2.06,-4.69,-4.69,-10.63,-5.63,-17.44,-13.06,-14.19,-4.19,0.31,,,,,,,,,,,,,,,,
2020-09-28 00:36:20,116.87,12.06,1.0,1279,0,0,0,,,,,0.08,7.06,314369,246,1279,7.46,1,-6.5,-95.38,28.0,30.0,23.0,22.0,16.0,17.0,24.0,27.0,-95.56,-102.63,-100.13,-100.5,-97.75,-101.44,-95.38,-102.56,-102.38,-105.06,-108.06,-100.75,-99.69,-97.19,-106.5,-110.63,,,,,,,,,,,,,,,,,-87.75,-1.63,-18.19,-13.63,-17.38,-15.56,-18.25,-6.44,-8.81,-4.63,-15.44,-18.25,-14.75,-14.38,-10.31,-12.94,-13.94,,,,,,,,,,,,,,,,
2020-09-28 00:36:21,120.14,12.81,1.0,1451,0,0,0,,,,,0.08,8.82,359452,248,1451,6.56,1,-13.75,-98.38,24.0,27.0,16.0,17.0,8.0,10.0,23.0,28.0,-101.5,-105.63,-100.25,-99.5,-108.5,-104.75,-102.38,-101.75,-104.0,-100.63,-104.81,-105.88,-102.13,-100.69,-100.56,-103.69,,,,,,,,,,,,,,,,,-92.13,-6.0,-6.44,-13.75,-11.63,-12.38,-1.81,-13.88,-2.19,-10.25,-3.31,-17.94,-18.38,-12.13,-3.88,-11.25,-5.13,,,,,,,,,,,,,,,,
2020-09-28 00:36:22,132.31,13.15,1.0,1478,0,0,0,,,,,0.0,9.14,364666,247,1478,6.44,1,-0.13,-98.38,28.0,30.0,8.0,19.0,22.0,23.0,15.0,10.0,-104.13,-114.63,-112.38,-116.06,-106.81,-109.94,-117.31,-107.06,-97.75,-104.25,-104.81,-103.75,-104.63,-104.31,-103.31,-102.38,,,,,,,,,,,,,,,,,-87.63,-1.38,-17.31,-14.63,-17.94,-13.06,-13.19,-14.19,-1.63,1.25,-13.0,-14.44,-11.63,-17.38,-11.56,-7.38,-3.44,,,,,,,,,,,,,,,,
2020-09-28 00:36:23,110.14,12.45,1.0,1516,0,0,0,,,,,0.15,9.9,375410,248,1516,6.64,1,1.5,-97.0,31.0,16.0,17.0,19.0,25.0,21.0,28.0,27.0,-101.19,-97.63,-96.0,-104.94,-100.56,-99.75,-94.25,-98.88,-106.75,-104.25,-104.06,-101.19,-109.38,-113.81,-103.56,-105.75,,,,,,,,,,,,,,,,,-96.5,-9.0,-17.06,-13.38,-14.44,-9.06,-8.5,6.25,-4.19,-12.75,-17.25,-14.75,-9.94,-14.31,-18.13,-4.06,-7.63,,,,,,,,,,,,,,,,
2020-09-28 00:36:24,93.67,10.59,1.0,1353,0,0,0,,,,,0.24,8.59,334430,247,1353,6.46,1,-8.5,-98.38,4.0,10.0,22.0,23.0,30.0,19.0,17.0,28.0,-111.31,-106.19,-100.63,-108.81,-101.13,-105.63,-105.69,-103.75,-103.13,-100.44,-105.31,-99.94,-107.56,-103.19,-98.31,-98.25,,,,,,,,,,,,,,,,,-91,-10.06,-6.25,-12.88,-17.63,-9.19,-10.5,-18.44,-5.38,-4.06,-0.06,-17.94,-9.56,-17.06,-12.88,-8.44,-2.5,,,,,,,,,,,,,,,,
2020-09-28 00:36:25,87.0,10.77,1.0,1374,0,0,0,,,,,0.41,10.56,339370,247,1374,6.1,1,-11.63,-99.25,16.0,20.0,27.0,19.0,22.0,28.0,17.0,30.0,-103.31,-111.75,-106.75,-111.56,-104.25,-116.0,-105.69,-109.25,-103.69,-103.56,-101.38,-104.06,-102.81,-100.94,-98.94,-101.75,,,,,,,,,,,,,,,,,-95.88,-17.06,-17.63,-8.44,-17.56,-18.13,-18.13,-17.0,-17.63,-18.19,-14.13,-4.13,-14.25,-17.69,-4.31,-11.44,-13.13,,,,,,,,,,,,,,,,
2020-09-28 00:36:26,73.7,10.12,1.0,1358,0,0,0,,,,,1.25,11.47,333724,246,1359,5.64,1,2.75,-101.88,20.0,30.0,16.0,24.0,29.0,22.0,10.0,28.0,-108.31,-105.13,-102.75,-103.0,-105.44,-104.38,-100.38,-104.75,-105.13,-106.81,-106.56,-112.75,-112.19,-105.19,-100.38,-105.63,,,,,,,,,,,,,,,,,-99.75,-15.81,-12.69,-12.0,-8.5,-7.75,-17.31,4.5,-6.81,-5.75,-12.5,-12.94,-13.56,-10.25,-14.31,3.75,-2.88,,,,,,,,,,,,,,,,
2020-09-28 00:36:27,82.88,8.62,1.0,1394,0,0,0,,,,,0.08,7.74,346997,249,1394,5.06,1,-11.88,-102.25,20.0,27.0,16.0,17.0,19.0,8.0,10.0,28.0,-108.19,-103.69,-107.63,-104.56,-108.06,-110.31,-99.88,-103.0,-105.94,-111.5,-103.88,-106.69,-104.94,-104.19,-104.44,-102.38,,,,,,,,,,,,,,,,,-91.13,-14.31,-3.25,-17.38,-14.06,-12.63,-17.25,1.19,-3.13,-11.75,-10.75,-11.94,-12.81,-8.75,-12.88,0.0,-2.94,,,,,,,,,,,,,,,,
2020-09-28 00:36:28,71.25,8.83,1.0,1406,0,0,0,,,,,0.08,10.38,348951,248,1405,5.04,1,2.0,-94.63,14.0,8.0,16.0,17.0,11.0,22.0,10.0,30.0,-100.44,-99.75,-97.38,-96.31,-100.38,-95.06,-93.81,-97.88,-108.13,-99.75,-104.0,-100.13,-112.31,-96.0,-102.19,-97.94,,,,,,,,,,,,,,,,,-89,-12.94,-17.88,-16.81,-12.69,-4.75,-14.88,1.0,-11.56,-13.5,-12.56,-18.56,-13.75,-13.13,-12.13,-2.38,-9.5,,,,,,,,,,,,,,,,
