Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-23 00:39:08,191.12,17.92,1.2,1103,271,0,0,,,,,0.0,11.43,336138,245,1374,11.86,1,1.88,-78.13,12.0,8.0,9.0,1.0,18.0,0.0,10.0,20.0,-95.44,-83.0,-88.44,-95.19,-91.94,-90.5,-100.38,-93.56,-85.88,-76.06,-78.19,-87.25,-85.0,-85.44,-86.63,-85.13,,,,,,,,,,,,,,,,,-67.13,-9.31,2.75,2.19,0.94,-12.5,3.56,-17.94,-18.13,-8.13,2.13,2.25,0.0,-18.06,0.06,-14.06,-18.19,,,,,,,,,,,,,,,,
2020-09-23 00:39:09,197.59,19.46,1.0,1372,0,0,0,,,,,0.0,7.29,338466,247,1372,11.18,1,-7.63,-79.0,12.0,20.0,8.0,16.0,9.0,18.0,26.0,1.0,-103.38,-94.94,-86.38,-95.94,-91.56,-86.63,-108.44,-101.94,-90.25,-86.81,-79.81,-84.81,-84.5,-78.81,-89.06,-89.69,,,,,,,,,,,,,,,,,-77.75,-15.88,-17.81,2.69,-5.63,1.63,-5.44,-17.69,-3.75,-11.0,-17.56,-0.19,-3.5,-3.56,-11.19,-9.5,-1.38,,,,,,,,,,,,,,,,
2020-09-23 00:39:10,219.18,20.82,1.19,1113,267,0,0,,,,,0.0,12.47,338931,246,1380,11.58,1,-11.88,-76.63,20.0,8.0,9.0,26.0,16.0,18.0,10.0,17.0,-94.06,-85.75,-92.31,-94.69,-94.63,-85.31,-98.81,-97.63,-88.88,-80.38,-87.94,-85.56,-87.5,-76.06,-88.25,-88.94,,,,,,,,,,,,,,,,,-70.75,-18.38,-1.0,-2.75,-9.44,-5.25,-12.5,-19.38,-11.44,-18.0,-2.19,-9.19,-10.25,-8.69,-12.38,-19.0,-12.69,,,,,,,,,,,,,,,,
2020-09-23 00:39:11,234.21,21.3,1.0,1440,0,0,0,,,,,0.0,8.96,354736,246,1440,11.7,1,-10.13,-74.13,2.0,8.0,0.0,26.0,16.0,18.0,10.0,17.0,-99.06,-85.19,-91.5,-90.75,-94.19,-79.94,-90.25,-90.5,-85.75,-79.31,-86.69,-83.75,-84.75,-73.63,-84.06,-86.75,,,,,,,,,,,,,,,,,-61.88,-18.25,-5.38,-5.75,-9.44,-10.0,-11.13,-14.63,-7.25,-11.25,-2.69,-5.06,-9.56,-7.19,-11.13,-16.13,-11.75,,,,,,,,,,,,,,,,
2020-09-23 00:39:12,233.94,21.91,1.0,1338,0,0,0,,,,,0.0,9.49,329690,246,1338,11.28,1,-12.0,-77.25,18.0,8.0,9.0,26.0,17.0,0.0,10.0,20.0,-92.19,-83.38,-90.19,-103.88,-100.44,-91.88,-98.56,-90.38,-75.38,-80.63,-83.06,-85.31,-88.19,-88.75,-85.19,-86.0,,,,,,,,,,,,,,,,,-75.38,-17.56,0.06,-0.44,-16.19,-14.75,-1.81,-18.0,-17.06,-10.25,-3.06,-3.5,-9.06,-12.31,-6.5,-14.81,-17.75,,,,,,,,,,,,,,,,
2020-09-23 00:39:13,207.19,19.57,1.0,1412,0,0,0,,,,,0.0,8.79,349423,247,1412,12.04,1,-11.75,-80.38,18.0,8.0,9.0,11.0,20.0,26.0,10.0,16.0,-85.69,-90.69,-90.31,-96.13,-91.06,-97.06,-98.56,-92.19,-76.56,-80.81,-85.31,-87.69,-82.56,-86.06,-87.5,-88.56,,,,,,,,,,,,,,,,,-64,-11.44,-6.81,-2.13,-8.06,-18.19,-11.94,-18.5,-3.69,-11.56,-3.19,-5.19,-7.19,-14.56,-9.63,-17.81,-9.31,,,,,,,,,,,,,,,,
2020-09-23 00:39:14,222.19,20.54,1.25,896,293,0,0,,,,,0.2,14.12,290584,244,1190,11.96,1,-11.0,-76.88,10.0,19.0,20.0,9.0,8.0,18.0,0.0,26.0,-98.75,-105.88,-88.88,-91.63,-87.94,-86.44,-97.88,-95.94,-88.25,-87.88,-83.25,-84.75,-80.13,-76.81,-89.75,-87.5,,,,,,,,,,,,,,,,,-70.13,-16.75,-18.63,-14.88,-1.06,-3.38,-10.69,-6.81,-9.69,-19.0,-9.19,-13.81,-5.38,-3.25,-12.69,-7.69,-12.94,,,,,,,,,,,,,,,,
2020-09-23 00:39:15,187.08,21.17,1.0,1293,0,0,0,,,,,0.17,9.44,318225,246,1293,12.18,1,-9.5,-75.75,8.0,17.0,12.0,20.0,10.0,18.0,9.0,26.0,-89.94,-102.75,-97.94,-89.56,-95.56,-82.88,-92.63,-95.31,-79.25,-88.19,-89.63,-87.44,-87.94,-75.44,-85.5,-85.69,,,,,,,,,,,,,,,,,-74.38,-6.63,-17.25,-13.0,-14.94,-14.38,-9.0,-3.19,-9.81,-1.56,-12.25,-11.44,-18.25,-18.69,-11.44,-6.19,-10.88,,,,,,,,,,,,,,,,
2020-09-23 00:39:16,193.38,21.48,1.0,1365,0,0,0,,,,,1.32,11.17,337056,247,1364,11.76,1,-9.38,-76.38,26.0,8.0,9.0,2.0,20.0,18.0,10.0,17.0,-98.31,-91.5,-92.19,-96.94,-93.06,-83.38,-99.69,-93.75,-85.81,-82.13,-84.19,-86.75,-87.06,-75.81,-86.63,-84.5,,,,,,,,,,,,,,,,,-80.25,-12.63,-7.69,-2.13,-10.38,-18.0,-9.25,-18.31,-7.0,-10.38,-5.69,-2.81,-10.44,-18.0,-11.56,-17.44,-8.5,,,,,,,,,,,,,,,,
2020-09-23 00:39:17,218.36,21.02,1.0,1255,0,0,0,,,,,0.62,9.43,308487,246,1255,11.96,1,-10.63,-76.63,9.0,20.0,17.0,18.0,8.0,2.0,26.0,10.0,-92.75,-92.56,-96.63,-84.56,-90.81,-100.63,-95.0,-98.81,-86.13,-87.44,-84.94,-76.19,-79.25,-88.38,-86.0,-87.31,,,,,,,,,,,,,,,,,-63.13,-2.88,-17.88,-9.94,-10.63,-7.06,-14.0,-9.56,-18.13,-7.31,-18.5,-9.44,-12.75,-2.75,-12.44,-11.38,-18.81,,,,,,,,,,,,,,,,
