Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-26 00:55:55,257.02,15.4,1.97,32,1223,0,0,,,,,0.0,10.38,308903,246,1256,11.58,2,-12.63,-85.0,9.0,2.0,20.0,18.0,8.0,19.0,10.0,26.0,-96.94,-97.19,-89.25,-85.56,-93.44,-90.25,-94.69,-105.19,-101.63,-89.63,-102.13,-84.5,-92.75,-103.31,-90.88,-89.94,,,,,,,,,,,,,,,,,-81.25,-9.38,-12.44,-13.06,-12.75,-9.0,-10.06,-19.31,-17.25,-13.06,-11.13,-18.69,-14.63,-10.19,-17.81,-19.5,-10.75,,,,,,,,,,,,,,,,
2020-09-26 00:55:56,123.95,10.18,1.47,694,623,0,0,,,,,0.0,11.36,325064,247,1317,8.34,1,-12.13,-84.13,0.0,20.0,8.0,2.0,26.0,19.0,18.0,10.0,-92.69,-91.75,-93.19,-98.38,-97.13,-91.75,-84.38,-93.69,-99.5,-100.13,-98.44,-91.94,-93.0,-90.81,-84.25,-90.19,,,,,,,,,,,,,,,,,-75.38,-4.5,-16.44,-8.63,-5.94,-12.19,-12.25,-9.13,-19.31,-18.25,-18.69,-17.63,-10.44,-9.88,-12.31,-11.5,-17.81,,,,,,,,,,,,,,,,
2020-09-26 00:55:57,99.72,11.09,1.0,1360,0,0,0,,,,,0.0,8.16,335665,247,1359,6.64,1,-10.0,-80.0,18.0,19.0,8.0,9.0,2.0,26.0,20.0,10.0,-88.06,-93.5,-87.81,-94.94,-97.25,-103.06,-92.06,-96.88,-81.56,-87.94,-89.5,-95.38,-87.06,-86.75,-97.81,-87.25,,,,,,,,,,,,,,,,,-82.5,-11.0,-10.75,-4.94,-6.5,-10.5,-14.13,-17.5,-19.31,-14.69,-11.44,-7.06,-10.0,-11.13,-10.5,-16.88,-19.0,,,,,,,,,,,,,,,,
2020-09-26 00:55:58,96.66,11.98,1.0,1289,0,0,0,,,,,0.0,11.64,316284,245,1289,10.24,1,-1.38,-85.25,5.0,16.0,8.0,19.0,22.0,2.0,18.0,10.0,-97.88,-99.5,-87.88,-99.31,-101.81,-90.0,-86.0,-95.25,-90.94,-91.5,-87.94,-86.69,-91.94,-88.81,-90.06,-91.25,,,,,,,,,,,,,,,,,-70.5,2.06,-12.06,-3.25,-16.94,-13.0,-7.75,-11.19,-19.5,4.63,-2.94,-9.25,-5.13,-4.06,-7.31,-14.25,-14.75,,,,,,,,,,,,,,,,
2020-09-26 00:55:59,192.08,17.0,1.0,1410,0,0,0,,,,,0.0,1.13,349169,247,1411,14.8,1,-3.25,-86.63,14.0,10.0,20.0,16.0,2.0,8.0,19.0,18.0,-105.25,-94.69,-91.69,-98.38,-98.0,-88.81,-92.13,-88.0,-93.69,-93.63,-91.19,-93.69,-90.5,-88.06,-90.0,-87.06,,,,,,,,,,,,,,,,,-81.5,-14.25,-14.81,-17.63,-9.56,-9.06,-5.13,-7.94,-12.31,-8.13,-18.81,-12.5,-6.13,-10.06,-4.38,-9.5,-12.88,,,,,,,,,,,,,,,,
2020-09-26 00:56:00,283.37,24.53,1.19,1083,253,0,0,,,,,0.0,12.01,328774,246,1335,14.48,2,-13.5,-86.38,18.0,20.0,8.0,17.0,26.0,19.0,2.0,10.0,-95.56,-89.63,-85.0,-105.38,-96.44,-98.75,-100.06,-94.25,-83.63,-86.0,-91.19,-94.69,-89.44,-92.06,-91.13,-90.38,,,,,,,,,,,,,,,,,-73.63,-18.06,-17.19,-4.75,-17.75,-9.31,-18.19,-11.63,-18.19,-12.88,-10.0,-11.63,-11.38,-9.38,-12.38,-13.44,-19.19,,,,,,,,,,,,,,,,
2020-09-26 00:56:01,268.25,23.32,1.19,1167,267,0,0,,,,,0.0,15.77,353185,246,1434,14.22,1,-10.25,-85.38,18.0,2.0,8.0,20.0,11.0,26.0,19.0,10.0,-85.06,-98.25,-95.81,-91.63,-101.06,-104.94,-92.81,-95.44,-84.0,-85.19,-100.88,-98.63,-92.69,-87.94,-87.0,-88.0,,,,,,,,,,,,,,,,,-78.5,-8.0,-11.13,-17.25,-17.13,-18.63,-16.31,-13.63,-18.44,-14.44,-9.75,-18.38,-18.06,-11.13,-10.5,-6.88,-19.13,,,,,,,,,,,,,,,,
2020-09-26 00:56:02,245.44,22.61,1.01,1294,15,0,0,,,,,0.0,6.35,322452,246,1309,14.02,2,-10.63,-86.75,19.0,2.0,8.0,14.0,10.0,3.0,18.0,20.0,-90.94,-93.0,-91.56,-96.31,-93.25,-104.88,-87.44,-91.0,-90.94,-97.06,-92.94,-90.31,-94.56,-96.13,-86.44,-94.56,,,,,,,,,,,,,,,,,-75.25,-14.38,-8.5,-9.81,-9.0,-16.19,-14.38,-12.25,-13.81,-8.63,-13.63,-10.56,-7.13,-18.63,-9.88,-8.56,-12.81,,,,,,,,,,,,,,,,
2020-09-26 00:56:03,245.67,22.58,1.21,1023,278,0,0,,,,,0.0,14.92,319950,246,1302,14.02,1,-4.0,-86.75,0.0,19.0,8.0,18.0,11.0,26.0,20.0,10.0,-96.31,-92.63,-93.63,-90.0,-94.75,-99.25,-90.19,-93.25,-86.69,-94.25,-95.56,-94.56,-96.5,-93.75,-88.38,-93.38,,,,,,,,,,,,,,,,,-73.63,-13.06,-18.06,-11.69,-14.13,-12.5,-12.44,-14.19,-18.63,-4.0,-16.06,-14.56,-18.25,-14.0,-12.0,-10.0,-18.56,,,,,,,,,,,,,,,,
2020-09-26 00:56:04,220.52,21.46,1.0,1333,0,0,0,,,,,0.0,9.52,328795,247,1332,14.38,1,-10.0,-84.88,0.0,20.0,8.0,18.0,19.0,26.0,2.0,10.0,-101.44,-88.25,-91.75,-92.88,-89.94,-100.0,-91.31,-92.69,-87.38,-89.88,-88.19,-85.06,-85.69,-85.31,-85.19,-84.5,,,,,,,,,,,,,,,,,-66.38,-18.94,-6.31,-11.69,-14.38,-11.0,-14.75,-7.81,-18.94,-12.38,-8.13,-11.88,-17.38,-9.0,-10.56,-12.13,-19.38,,,,,,,,,,,,,,,,
