Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-24 00:57:03,112.85,10.69,1.47,698,617,0,0,,,,,0.0,7.07,323088,246,1315,7.76,1,10.63,-83.63,10.0,11.0,16.0,19.0,27.0,9.0,17.0,18.0,-83.88,-93.13,-98.25,-92.88,-93.06,-92.56,-93.38,-94.5,-85.69,-93.56,-92.06,-104.81,-93.88,-92.81,-100.38,-106.38,,,,,,,,,,,,,,,,,-83.63,9.88,-0.63,-17.5,-5.19,-3.5,-1.13,-11.81,-7.44,10.5,1.75,-12.13,-18.0,-3.19,-0.75,-18.81,-18.81,,,,,,,,,,,,,,,,
2020-09-24 00:57:04,123.58,12.65,1.0,1390,0,0,0,,,,,0.0,8.78,342813,247,1390,7.16,1,4.0,-87.63,3.0,22.0,1.0,28.0,6.0,27.0,16.0,10.0,-88.63,-94.31,-94.25,-98.38,-94.13,-86.94,-91.94,-91.13,-95.75,-94.94,-99.56,-92.06,-103.56,-87.5,-93.31,-91.5,,,,,,,,,,,,,,,,,-82.63,-0.06,-14.19,-7.81,-5.56,-9.31,6.69,-11.69,5.38,-1.38,-17.06,-8.25,-0.25,-16.19,3.88,-13.25,3.06,,,,,,,,,,,,,,,,
2020-09-24 00:57:05,152.62,13.86,1.0,1317,0,0,0,,,,,0.0,7.42,323456,246,1317,7.28,1,6.5,-88.13,28.0,10.0,16.0,17.0,19.0,27.0,8.0,3.0,-94.5,-98.69,-97.06,-100.19,-97.13,-86.56,-104.38,-103.06,-99.94,-94.5,-100.75,-98.06,-105.13,-90.88,-96.06,-91.5,,,,,,,,,,,,,,,,,-88.88,-0.75,4.31,-15.38,-16.56,-7.56,7.56,-9.06,-2.44,-2.38,1.0,-14.94,-9.19,-11.0,6.81,-9.69,4.31,,,,,,,,,,,,,,,,
2020-09-24 00:57:06,125.33,14.41,1.0,1429,0,0,0,,,,,0.0,9.24,353282,247,1429,6.48,1,-6.13,-93.13,16.0,28.0,0.0,1.0,10.0,6.0,30.0,17.0,-93.19,-94.81,-99.75,-97.63,-95.0,-98.44,-93.13,-98.25,-112.06,-110.19,-123.38,-120.19,-106.25,-117.63,-107.69,-110.56,,,,,,,,,,,,,,,,,-94.13,-12.81,-3.38,-8.25,-4.63,2.13,-7.69,-6.5,-17.19,-17.31,-4.13,-18.13,-13.63,3.0,-11.56,-6.06,-14.63,,,,,,,,,,,,,,,,
2020-09-24 00:57:07,103.04,12.66,1.0,1457,0,0,0,,,,,0.0,7.48,358701,246,1457,7.18,1,0.38,-91.13,28.0,16.0,8.0,17.0,27.0,30.0,31.0,10.0,-95.19,-97.13,-96.88,-97.38,-92.75,-101.88,-100.0,-93.63,-95.63,-102.0,-105.25,-97.69,-95.94,-94.5,-96.88,-98.44,,,,,,,,,,,,,,,,,-78.25,-4.31,-14.44,-9.56,-14.5,-1.75,-18.94,-12.5,1.94,-3.31,-18.0,-16.38,-12.5,-5.5,-11.63,-8.19,-1.13,,,,,,,,,,,,,,,,
2020-09-24 00:57:08,88.23,10.69,1.0,1323,0,0,0,,,,,0.5,8.84,327530,247,1324,4.68,1,3.38,-94.13,16.0,20.0,22.0,30.0,27.0,28.0,19.0,10.0,-98.06,-100.25,-99.81,-96.69,-95.5,-92.5,-99.25,-91.5,-108.19,-110.88,-101.56,-111.88,-103.75,-98.81,-110.94,-100.0,,,,,,,,,,,,,,,,,-88.88,-14.63,-14.81,-17.81,-10.44,-2.0,-0.5,-14.63,3.69,-17.81,-16.19,-11.13,-18.13,-3.38,1.88,-17.69,2.94,,,,,,,,,,,,,,,,
2020-09-24 00:57:09,77.17,9.78,1.0,1324,0,0,0,,,,,0.17,9.07,327110,247,1324,4.82,1,6.25,-98.88,17.0,30.0,1.0,16.0,28.0,19.0,22.0,10.0,-105.69,-105.63,-119.5,-100.56,-102.5,-102.44,-102.63,-99.38,-103.06,-102.75,-98.81,-106.13,-99.13,-105.94,-103.63,-102.5,,,,,,,,,,,,,,,,,-91.25,-18.44,-14.69,-18.13,-14.75,-3.38,-12.94,-17.81,0.75,-14.63,-13.88,6.31,-18.88,-1.31,-16.88,-16.81,0.81,,,,,,,,,,,,,,,,
2020-09-24 00:57:10,74.19,9.24,1.0,1242,0,0,0,,,,,0.18,9.26,306030,247,1241,4.22,1,-10.13,-91.5,28.0,17.0,16.0,23.0,22.0,10.0,31.0,21.0,-98.19,-91.5,-90.44,-95.75,-89.81,-93.44,-98.44,-97.38,-98.13,-103.44,-106.5,-103.56,-98.94,-99.5,-107.25,-106.44,,,,,,,,,,,,,,,,,-90.5,-7.31,-10.06,-9.5,-11.38,-12.25,-1.75,-10.25,-11.31,0.5,-14.75,-18.38,-12.75,-12.88,2.5,-11.5,-12.31,,,,,,,,,,,,,,,,
2020-09-24 00:57:11,80.03,9.19,1.0,1430,0,0,0,,,,,0.23,9.66,353243,247,1430,4.08,1,-0.25,-99.88,0.0,23.0,8.0,30.0,11.0,14.0,22.0,10.0,-115.75,-117.31,-101.19,-115.69,-108.06,-104.19,-111.63,-100.25,-108.19,-106.13,-113.69,-104.0,-114.63,-115.5,-100.44,-104.5,,,,,,,,,,,,,,,,,-89.5,-14.06,-18.63,-13.63,-19.13,-8.19,-12.19,-18.38,-1.31,-12.94,-11.31,-18.5,-11.0,-9.56,-16.81,-11.44,-0.63,,,,,,,,,,,,,,,,
2020-09-24 00:57:12,58.77,7.67,1.0,1460,0,0,0,,,,,0.07,7.95,361018,247,1460,3.96,1,-11.25,-96.13,20.0,17.0,8.0,28.0,27.0,16.0,22.0,10.0,-99.56,-99.06,-98.94,-106.0,-98.81,-96.94,-93.38,-94.0,-104.75,-104.44,-105.94,-94.75,-113.56,-100.56,-102.06,-95.75,,,,,,,,,,,,,,,,,-91.25,-10.69,-13.63,-14.19,-11.63,-3.44,-12.81,-11.31,3.56,-15.63,-18.56,-18.06,8.94,-18.06,-16.56,-18.25,4.25,,,,,,,,,,,,,,,,
