Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
2020-09-24 00:02:38,282.98,15.32,1.98,31,1403,0,0,,,,,0.0,12.06,354539,247,1435,10.16,2,11.63,-67.25,18.0,23.0,11.0,22.0,21.0,19.0,20.0,12.0,-84.19,-83.69,-83.63,-80.31,-80.94,-75.63,-67.25,-83.63,-86.69,-89.38,-89.81,-85.94,-84.06,-80.88,-71.56,-89.06,,,,,,,,,,,,,,,,,-66.25,-6.0,-6.0,-13.06,-7.06,-3.63,-0.38,12.0,-13.63,-3.44,-8.06,-9.75,-10.31,-3.19,0.25,12.19,-7.5,,,,,,,,,,,,,,,,
2020-09-24 00:02:39,275.06,13.9,1.98,32,1402,0,0,,,,,0.0,8.71,354042,247,1434,9.7,2,12.25,-70.38,12.0,13.0,20.0,22.0,11.0,4.0,21.0,19.0,-84.0,-86.88,-75.69,-92.19,-87.69,-85.69,-89.69,-83.38,-91.06,-95.5,-72.69,-87.75,-96.94,-93.0,-87.75,-80.31,,,,,,,,,,,,,,,,,-73.13,-9.5,-12.0,9.94,-10.06,-12.56,-2.5,-6.81,3.38,-12.06,-17.75,14.44,-8.0,-18.44,-11.25,-4.75,3.63,,,,,,,,,,,,,,,,
2020-09-24 00:02:40,260.27,13.8,1.98,31,1362,0,0,,,,,0.0,10.7,344306,247,1392,9.86,2,9.5,-70.88,12.0,13.0,19.0,21.0,11.0,18.0,20.0,4.0,-79.31,-78.56,-78.06,-80.63,-81.5,-84.25,-68.88,-98.19,-83.13,-90.19,-80.44,-88.13,-85.0,-89.0,-72.69,-84.31,,,,,,,,,,,,,,,,,-69,-13.88,-9.94,0.06,-6.69,-7.75,-5.0,6.75,-18.56,-8.06,-18.19,1.06,-10.63,-9.06,-6.81,9.63,-4.06,,,,,,,,,,,,,,,,
2020-09-24 00:02:41,253.33,13.3,1.98,35,1411,0,0,,,,,0.08,9.47,356595,247,1446,9.88,2,5.0,-73.63,12.0,13.0,8.0,20.0,11.0,14.0,19.0,21.0,-90.63,-87.5,-86.94,-80.88,-88.56,-91.19,-89.13,-90.94,-92.0,-88.88,-95.88,-79.06,-90.75,-98.88,-88.5,-89.69,,,,,,,,,,,,,,,,,-69.5,-16.81,-12.5,-8.31,1.75,-7.81,-11.31,-4.0,-8.88,-18.56,-15.25,-19.19,4.25,-7.06,-17.13,-2.13,-9.94,,,,,,,,,,,,,,,,
2020-09-24 00:02:42,269.67,14.56,1.98,32,1391,0,0,,,,,0.0,11.31,351871,247,1423,10.62,2,5.63,-72.13,11.0,19.0,5.0,20.0,12.0,21.0,13.0,22.0,-80.06,-75.44,-76.88,-67.0,-67.06,-74.19,-76.31,-80.0,-84.44,-82.69,-87.69,-73.31,-77.31,-86.25,-87.19,-88.56,,,,,,,,,,,,,,,,,-71.5,-12.56,-0.88,-10.25,4.06,-10.81,-8.06,-17.31,-18.5,-6.75,-2.63,-15.81,5.06,-8.69,-11.0,-18.0,-18.06,,,,,,,,,,,,,,,,
2020-09-24 00:02:43,277.03,14.52,1.97,38,1432,0,0,,,,,0.08,11.16,362328,246,1470,11.18,2,4.13,-73.13,12.0,13.0,8.0,21.0,11.0,14.0,20.0,19.0,-75.13,-85.13,-92.88,-85.81,-93.31,-94.69,-80.56,-90.13,-80.69,-81.94,-79.88,-84.63,-85.56,-85.13,-73.63,-83.5,,,,,,,,,,,,,,,,,-71,-14.75,-17.88,-18.81,-12.88,-17.5,-18.38,-6.44,-11.56,-13.81,-17.81,-9.75,-9.94,-12.63,-16.94,6.44,-6.13,,,,,,,,,,,,,,,,
2020-09-24 00:02:44,271.46,13.49,1.98,31,1409,0,0,,,,,0.0,8.62,356785,248,1440,10.88,2,-14.75,-74.25,12.0,13.0,8.0,5.0,20.0,0.0,2.0,4.0,-73.69,-76.0,-78.06,-75.94,-76.19,-77.31,-78.63,-78.63,-84.56,-93.56,-88.94,-77.0,-78.38,-83.06,-87.38,-87.44,,,,,,,,,,,,,,,,,-68.5,-18.25,-14.81,-10.94,-12.56,-7.13,-14.56,-8.88,-8.69,-14.88,-17.94,-9.31,-13.06,1.38,-17.31,-10.94,-14.13,,,,,,,,,,,,,,,,
2020-09-24 00:02:45,235.95,13.02,1.97,37,1384,0,0,,,,,0.0,12.23,350696,247,1421,10.12,2,-10.88,-62.63,12.0,13.0,16.0,20.0,5.0,0.0,21.0,4.0,-67.63,-69.75,-72.63,-72.75,-72.56,-73.69,-80.31,-74.5,-78.63,-74.06,-82.94,-74.44,-73.06,-82.06,-74.5,-91.5,,,,,,,,,,,,,,,,,-47.75,-11.0,-16.88,-12.81,-2.81,-14.44,-12.5,-18.06,-12.56,-11.38,-14.44,-17.31,-2.44,-13.13,-17.63,-13.69,-18.06,,,,,,,,,,,,,,,,
2020-09-24 00:02:46,168.64,14.84,1.22,1120,324,0,0,,,,,0.08,8.93,356468,247,1444,10.26,1,-11.5,-68.38,12.0,13.0,8.0,21.0,1.0,20.0,0.0,5.0,-76.0,-70.75,-75.06,-74.75,-77.63,-73.38,-75.63,-65.06,-86.63,-80.69,-100.81,-87.63,-103.69,-88.5,-93.69,-85.38,,,,,,,,,,,,,,,,,-68.5,-17.81,-14.0,-4.69,-8.88,-12.88,-2.44,-18.75,-10.56,-12.25,-16.69,-18.81,-14.88,-17.63,-5.38,-18.56,-14.06,,,,,,,,,,,,,,,,
2020-09-24 00:02:47,164.65,16.4,1.0,1394,0,0,0,,,,,0.0,8.93,344577,247,1394,10.36,1,-12.0,-61.75,20.0,21.0,13.0,10.0,0.0,5.0,3.0,12.0,-78.75,-79.19,-80.5,-93.31,-82.75,-72.81,-87.88,-75.13,-82.31,-79.13,-76.13,-77.63,-78.81,-69.31,-79.31,-79.94,,,,,,,,,,,,,,,,,-55.63,-9.69,-12.69,-12.94,-18.0,-17.94,-9.88,-17.5,-9.06,-11.19,-12.13,-17.94,-4.44,-18.19,-10.56,-8.88,-13.88,,,,,,,,,,,,,,,,
2020-09-24 00:02:48,154.41,15.89,1.0,1283,0,0,0,,,,,0.0,9.92,317412,247,1284,9.06,1,-8.75,-64.88,0.0,13.0,2.0,11.0,3.0,4.0,12.0,5.0,-71.5,-69.25,-70.44,-69.5,-69.5,-71.56,-64.75,-67.38,-79.81,-74.5,-83.63,-86.81,-80.31,-76.5,-72.25,-70.81,,,,,,,,,,,,,,,,,-64.13,-17.69,-17.25,-4.19,-8.81,-7.25,-17.94,-14.56,-9.94,-12.63,-14.88,-14.38,-16.75,-12.81,-18.13,-9.56,-11.38,,,,,,,,,,,,,,,,
2020-09-24 00:02:49,138.73,13.85,1.0,1478,0,0,0,,,,,0.0,7.91,366566,248,1478,8.14,1,-12.38,-64.88,12.0,13.0,1.0,0.0,28.0,20.0,4.0,5.0,-86.06,-75.25,-77.38,-75.94,-74.94,-75.38,-70.88,-71.88,-73.56,-76.31,-89.69,-86.06,-93.88,-89.0,-73.94,-79.69,,,,,,,,,,,,,,,,,-60.38,-17.69,-8.88,-12.25,-14.63,-4.88,-11.44,-17.44,-10.38,-13.63,-14.06,-14.13,-12.44,-17.69,-12.25,-14.25,-13.0,,,,,,,,,,,,,,,,
2020-09-24 00:02:50,164.06,16.01,1.0,1444,0,0,0,,,,,0.0,9.56,358677,249,1443,9.56,1,-14.5,-60.88,12.0,13.0,4.0,0.0,6.0,24.0,5.0,10.0,-72.25,-72.81,-57.13,-71.5,-76.25,-76.19,-67.63,-74.75,-79.13,-90.75,-65.56,-80.88,-83.75,-92.44,-77.81,-92.38,,,,,,,,,,,,,,,,,-59.75,-10.69,-9.25,-14.56,-7.81,-18.94,-14.69,-11.06,-7.31,-8.38,-18.06,-14.69,-11.81,-18.63,-18.38,-10.81,-17.56,,,,,,,,,,,,,,,,
